title,slug,shortId,duration,shortDescription,learningObjectives,instructors_0_user,instructors_1_user,instructors_2_user
When do you start a patient on insulin?,when-do-you-start-a-patient-on-insulin,rJ2TUWQcb,190,This short video identifies the patients that must receive insulin.\r\nAll type 1 diabetes mellitus patients.\r\nType 2 diabetes mellitus patients that fit the criteria shared in the video.\r\n,[  ],57c6515c1a4f528e46bc4708,,
10 most important disorders of the Small Intestine: An Overview,10-most-important-disorders-of-the-small-intestine-an-overview,HJZ7NIvcZ,2988,"Dr. Sameer Islam goes over the most important topics regarding  the symptoms, diagnosis, screening options, and treatment for small bowel diseases and malabsorption. ",[  ],590796c759ecd70004fc2d4d,,
Test Video,test-video,S1xi8mMO9-,129,,[  ],,,
Question 1 Medical Fallacies,question-1-medical-fallacies,H1xpCa9_5-,67,,[  ],57c6515d1a4f528e46bc47b2,,
"",,SJNyC9uq-,35,,[  ],,,
Question2 Medical Fallacies,question2-medical-fallacies,rJgMVC9O9Z,35,,[  ],57c6515d1a4f528e46bc47b2,,
Question 3 Medical Fallacies,question-3-medical-fallacies,ByLB05Oc-,33,,[  ],,,
Question4 Medical Fallacies,question4-medical-fallacies,BJeH8Rcu9-,13,,[  ],,,
Question 5 Medical Fallacies,question-5-medical-fallacies,H1etPR5ucW,31,,[  ],,,
Question 7 Medical Fallacies,question-7-medical-fallacies,r1-tCcucZ,27,,[  ],,,
Question 6 Medical Fallacies,question-6-medical-fallacies,r1x2kyju9Z,14,,[  ],,,
Question 8 Medical Fallacies,question-8-medical-fallacies,SJlhg1ouq-,15,,[  ],,,
Question 9 Medical Fallacies,question-9-medical-fallacies,rJgvQJo_9W,15,,[  ],,,
Question 10 Medical Fallacies,question-10-medical-fallacies,r1CEkj_cW,67,,[  ],,,
The Most Important Disorders of the Large Bowel,the-most-important-disorders-of-the-large-bowel,ryxxOlc9Z,697,Dr. Sameer Islam goes into depth discussing disorders of the large bowel.,[  ],590796c759ecd70004fc2d4d,,
Differential Diagnosis and Treatment of Pancreatic Disease,differential-diagnosis-and-treatment-of-pancreatic-disease,B1-DYXqqb,1978,"In this lecture, Dr. Sameer discusses the most common etiologies of pancreatic disease, the history and physical examination, and effective ways to remember how to diagnose and treat pancreatic pathologies.",[  ],590796c759ecd70004fc2d4d,,
small test,small-test,HJ17kic9Z,129,,[  ],,,
Master Insulin Therapy (full video),master-insulin-therapy-full-video,H1sw1j9qW,4957,"Master insulin therapy now. This crash course on insulin therapy talks about the insulin types, objectives of insulin therapy, evaluation of a patient to start them on insulin, dosage considerations, dose calculation, insulin administration objectives, insulin syringes, mixing insulins, and sites of administration.",[  ],57c6515c1a4f528e46bc4708,,
Master Insulin Therapy (Part 1. Insulin types and names.),master-insulin-therapy-part-1-insulin-types-and-names,ryxOAEJo5Z,1907,"Master insulin therapy now. This crash course on insulin therapy talks about the insulin types, objectives of insulin therapy, evaluation of a patient to start them on insulin, dosage considerations, dose calculation, insulin administration objectives, insulin syringes, mixing insulins, and sites of administration.",[  ],57c6515c1a4f528e46bc4708,,
Master Insulin Therapy (Part 2. Dose adjustments.),master-insulin-therapy-part-2-dose-adjustments,HkxfiOlocW,1286,In this part of the mastering insulin therapy course Dr. Mobeen discusses:\r\nInsulin dose adjustment considerations for various patients and comorbidities.\r\nThe dawn phenomenon.\r\nThe somogyi effect.\r\n,[  ],57c6515c1a4f528e46bc4708,,
Master Insulin Therapy (Part 3 - Dose calculation. Therapy types.),master-insulin-therapy-part-3-dose-calculation-therapy-types,rJmnA4iqW,1744,"In this part of the lecture Dr. Mobeen discusses the insulin dose calculation, therapy types, characteristics of various sites of injections, insulin appearance (cloudy, clear), insulin syringes, and mixing process.",[  ],57c6515c1a4f528e46bc4708,,
The Basic Eye Examination: A comprehensive overview,the-basic-eye-examination-a-comprehensive-overview,rylr3P4goW,4029,"In this exclusive webinar, Dr. Zaina Al-Mohtaseb joins Dr. Ahmed Zaafran to present the most important aspects of the basic eye examination with an emphasis on the following topics:\r\n\r\n1)History and Physial Examination of Opthalmic Emergencies\r\n\r\n2) Vision testing\r\n\r\n3) Retinopathy due to Diabetes Mellitus\r\n\r\n4) Hypertensive Retinopathy\r\n\r\n5) Intraocular Pressures\r\n\r\n6) External Examinations\r\n\r\n",[  ],5907975959ecd70004fc2d50,,
Q_1 Disorders of Large Bowel,q_1-disorders-of-large-bowel,rkgNXM3-iW,54,,[  ],590796c759ecd70004fc2d4d,,
Q_2 Disorders of Large Bowel,q_2-disorders-of-large-bowel,SklH7ihZib,61,,[  ],590796c759ecd70004fc2d4d,,
Clinical Applications of Respiratory Drugs (Part 1)/Asthma,clinical-applications-of-respiratory-drugs-part-1asthma,HygtCEe3hW,1565,Dr. Zaafran goes into clinical depth regarding respiratory drugs and their application in practice. \r\nTopics include: \r\nUsage of bronchodilators\r\nLeukotriene inhibitors\r\nMast cell stabilizers \r\nAlpha and beta agonists \r\nCortoicosteroids \r\nAnti-cholinergic agents,[  ],57c651631a4f528e46bc49b6,,
Asthma Types and Clinical Pathophysiology,asthma-types-and-clinical-pathophysiology,HygKEdxXpZ,3129,"All healthcare professionals must master the understanding and management of asthma. This lectures series helps us master asthma, its pathophysiology, diagnosis, and management. In this lecture Dr. Mobeen presents:\r\nAsthma definition.\r\nAsthma and COPD.\r\nAsthma's pathophysiological triad.\r\nTypes of asthma including\r\nImmune system abnormalities that give rise to asthma.\r\nAirway structures that are affected by asthma.\r\nWhy are eosinophils the dominant players in asthma pathology?\r\nCytokines and chemokines active in asthma development.\r\nIL2, IL3, IL4, IL5, IL13",[  ],57c6515c1a4f528e46bc4708,,
Acid Base Disorders,acid-base-disorders,SygenKJrSf,1922,"A normal Acid-Base status is essential for the proper functioning of all physiologic processes, and our bodies work hard to maintain pH homeostasis.  This lecture gives a basic review of acids, bases, pH, and how our bodies compensate for acid-base disorders",[  ],5a4bcb1b498d5f000454928d,,
Asthma Classification,asthma-classification,H1gUjwxyR-,1798,"Dr. Mobeen discusses the following classifications of Asthma.\r\nNational Asthma Education and Prevention Program (NAEPP), Veteran’s Administration/Department of Defense (DoD). This classification is based on the severity assessment and guides the management approach.\r\n2016 Global Initiative for Asthma (GINA). This classification is retrospective and establishes a category based on the management regime that worked for the patient.\r\n\r\n\r\n",[  ],,57c6515c1a4f528e46bc4708,
Asthma Management,asthma-management,r1xleCL80-,2010,"In this lecture Dr. Mobeen discusses the severeity assessment of asthma, management approach according to the severeity, and drugs with their dose adjustment in a 6 step approach.",[  ],57c6515c1a4f528e46bc4708,,
Gastrointestinal Bleeding,gastrointestinal-bleeding,S1UOL-qxf,1739,"Dr. Sameer Islam presents gastrointestinal bleeding. He will present risk factors, diagnosis, and treatment of the GIT bleeding.\r\n",[  ],590796c759ecd70004fc2d4d,,
Pneumococcus - Pathophysiology and Management,pneumococcus-pathophysiology-and-management,B1x4dlKoef,1313,"Dr. Mobeen presents the classification, diagnostic testing, metabolic properties, antigenicity, treatment, and vaccination for streptococcus pneumoniae. This pathogen is also called S. Pneumoniae, Pneumococcus, and Diplococcus.",[  ],,57c6515c1a4f528e46bc4708,
Introduction to Heart Failure,introduction-to-heart-failure,rJe9Bv47WM,437,"This video presents the introductory concepts to understand heart failure. Following concepts are discussed: \r\n\r\nChambers of a human heart. \r\nStructures of a human heart. \r\nValves between various chambers. \r\nWhy is our heart divided two pumps? \r\nWhat are the two circulatory circuits? \r\nWhat is Ejection Fraction? \r\nHow to calculate ejection fraction? \r\nHow to visualize ejection fraction? \r\nClinical considerations for heart failure. \r\nSigns and Symptoms of left heart failure vs right heart failure. \r\nMajor pathologies leading to heart failure. ",[  ],,57c6515c1a4f528e46bc4708,
Streptococcus Viridans,streptococcus-viridans,ryevKmo2Gf,965,"In this short but high yield lecture Dr. Mobeen presents streptococci viridans species, their properties, important infections, and treatment approach.",[  ],,57c6515c1a4f528e46bc4708,
ARDS - Pathophysiology and Clinical Presentation,ards-pathophysiology-and-clinical-presentation,BJlMdZ4V4G,1072,"ARDS results from lung injury resulting in significant hypoxemia and respiratory distress.  This translates into significant morbidity and mortality for patients and is managed primarily in the Intensive Care Unit.  This lecture is divided into two modules covering the epidemiology, pathophysiology, and time line, as well as the clinical presentation and definition of ARDS.",[  ],5a4bcb1b498d5f000454928d,,
ARDS - Management of Patients,ards-management-of-patients,SJxjBSNVEG,2283,"ARDS results from lung injury resulting in significant hypoxemia and respiratory distress. This translates into significant morbidity and mortality for patients and is managed primarily in the Intensive Care Unit. This lecture is divided into two modules covering the epidemiology, pathophysiology, and timeline, as well as the clinical presentation and definition of ARDS.",[  ],5a4bcb1b498d5f000454928d,,
Patient Safety Culture,patient-safety-culture,BkxuASs6Vf,3924,"Dr. Bassam Kadry, Associate Professor Stanford University School of Medicine and Director of Technology Discovery, Stanford Medicine X, discusses patient safety culture in the hospital setting, and how all stake holders benefit when patient safety is addressed at all institutional levels, from clinicians to administrators.",[  ],,,
"Common Clinical Cases, Acid-Base Disorders",common-clinical-cases-acid-base-disorders,rJW7sJtLM,1271,"Acid-Base disorders are complicated, but some clinical presentation are common.  This lecture discusses three common clinical presentations of Acid-Base disorders and evaluates the arterial blood gases for appropriate compensation.",[  ],5a4bcb1b498d5f000454928d,,
Clinical Applications of Antihypertensive Drugs (Part 1),clinical-applications-of-antihypertensive-drugs-part-1,Bkl8kzeFPf,1142,"Dr. Zaafran covers the key factors of anti hypertensive medications, their mechanisms, and how they are utilized in the clinical setting. Pharmacological principles are discussed for different types of agents, including:\r\nAdrenergic agents\r\nAngiotensin-converting enzyme (ACEI) inhibitors\r\nAngiotensin II receptor blockers\r\nCalcium channel blockers\r\nDiuretics\r\nVasodilators\r\n",[  ],57c651631a4f528e46bc49b6,,
Clinical Application of Respiratory Drugs (Part2)/Asthma,clinical-application-of-respiratory-drugs-part2asthma,HJgzxyfdM,1361,Dr. Zaafran goes into clinical depth regarding respiratory drugs and their application in practice. \r\nTopics include: \r\nUsage of bronchodilators\r\nLeukotriene inhibitors \r\nMast cell stabilizers\r\nAlpha and beta agonists \r\nCorticosteroids\r\nAnti-cholinergic agents.,[  ],57c651631a4f528e46bc49b6,,
"Staphylococci properties, diseases, diagnosis, and management approach",staphylococci-properties-diseases-diagnosis-and-management-approach,HJeg5ZRIKz,1485,"In this lecture, Dr. Mobeen discusses the definition, description, morphology, species, diagnostic tests, diseases, and the management approach to staphylococci.",[  ],57c6515c1a4f528e46bc4708,,
Pterygopalatine Ganglion,pterygopalatine-ganglion,SJlXrMXgcG,232,,[  ],,,
Pulmonary Embolism - Case Discussion and Treatment Approach,pulmonary-embolism-case-discussion-and-treatment-approach,B1KOcDlqz,2438,A Case of Pulmonary Embolus: Discussion of Treatment,[  ],5a4bcb1b498d5f000454928d,,
"7th Cervical Vertebra ",7th-cervical-vertebra,Byo8Uob5f,132,,[  ],,,
Ansa Cervicalis,ansa-cervicalis,HkY-xaGcG,138,,[  ],,,
Anterior Triangle of the Neck,anterior-triangle-of-the-neck,S1gaolafcG,598,,[  ],,,
Atlas,atlas,r1ljWb6M5G,247,,[  ],,,
Carotid Triangle,carotid-triangle,ByWBZTfcz,213,,[  ],,,
Craniometry,craniometry,rJgzSbaGqf,153,,[  ],,,
"Axis, Atypical Vertebrae",axis-atypical-vertebrae,ByXwZaf9z,264,,[  ],,,
Cervical Vertebrae,cervical-vertebrae,SJxDPbTz5f,170,,[  ],,,
Inferior Alveolar Nerve,inferior-alveolar-nerve,SkKcWTzqf,70,,[  ],,,
Digastric Triangle,digastric-triangle,Byx73-az9f,176,,[  ],,,
Lingual Nerve,lingual-nerve,Syl7Xfpf5M,143,,[  ],,,
Ethmoid bone,ethmoid-bone,H1l2Bf6fqM,203,,[  ],,,
Hyoid Bone,hyoid-bone,SJlQ8fTz5G,247,,[  ],,,
Muscular Triangle,muscular-triangle,ryl98fTf5z,69,,[  ],,,
Infratemporal Fossa,infratemporal-fossa,HJLdGpG5G,84,,[  ],,,
Mandibular Nerve,mandibular-nerve,ryKKzTM5f,255,,[  ],,,
Otic Ganglion,otic-ganglion,BkmRMafcG,159,,[  ],,,
Pterygopalatine Fossa,pterygopalatine-fossa,Skg5QQTz9z,119,,[  ],,,
SEX Differences in the Skull,sex-differences-in-the-skull,rkmSmpG9M,122,,[  ],,,
Submental Triangle,submental-triangle,H128mTz9f,76,,[  ],,,
Trigeminal Ganglion,trigeminal-ganglion,SJWP4pMcz,144,,[  ],,,
Temporal Fossa,temporal-fossa,SJlFDNTM9z,87,,[  ],,,
Typical Vertebrae,typical-vertebrae,B1z5ETG9z,352,,[  ],,,
"Posterior Triangle of the Neck ",posterior-triangle-of-the-neck,r1xhbBazqM,286,,[  ],,,
Obstructive Pulmonary Diseases - COPD and Chronic Bronchitis,obstructive-pulmonary-diseases-copd-and-chronic-bronchitis,S1lCKSRGsz,3447,"In this recorded webinar in the series of obstructive pulmonary diseases Dr. Syed discusses the airway structure, function, and pathology that leads to obstructive pulmonary diseases. A detailed analysis of chronic obstructive pulmonary diseases including chronic bronchitis and emphysema is presented.\r\n",[  ],57c6515c1a4f528e46bc4708,,
Vascular Diseases (Part 1),vascular-diseases-part-1,BJB3XJ3oM,1198,In this lecture we define abbreviations and to better understand cardiovascular disease and institute proper and prompt treatment of Acute Coronary Syndrome.  We also discuss atherosclerosis including prevention and modifiable risk factors.,[  ],5a4bcb1b498d5f000454928d,,
Ischemic Stroke,ischemic-stroke,r1gSMHbH3z,1261,"his discussion covers the pathophysiology of ischemic stroke, the classification of strokes, the common etiologies of ischemic stroke, and its clinical management.",[  ],5a4bcb1b498d5f000454928d,,
Staphylococcus - Superantigens,staphylococcus-superantigens,HyltjnhQTM,830,"How do staphylococci cause toxic shock syndrome? \r\nSuperantigens are the answer. \r\nIn this important video session, Dr. Syed discusses superantigens in the context of staphylococci.\r\n\r\nFollowing topics are discussed:\r\n\r\nWhat are superantigens?\r\nWhat important pathogens release superantigens?\r\nWhat superantigens are released?\r\nNormal controlled immune response to an antigen.\r\nHow does a superantigen cause massive abnormal activation of the immune system?\r\nSymptoms of the toxic shock syndrome as a result of superantigen activity.\r\nLabs",[  ],57c6515c1a4f528e46bc4708,,
Why do superantigens cause cytokine storm?,why-do-superantigens-cause-cytokine-storm,rkf0h_Npf,548,"Superantigens are capable of massive immune cell activation. This, in turn, results in a large quantity of cytokines like IFN-gamma, IL1, IL6, TNF, etc. to be released.\r\n\r\nThis short video answers the question, why do superantigens cause toxic shock syndrome?",[  ],57c6515c1a4f528e46bc4708,,
"Coma: Definition, Etiologies, and a Case for Review",coma-definition-etiologies-and-a-case-for-review,rkmBdtP6G,2201,"This lecture reviews the definition of coma, the most common etiologies, and uses a case to highlight clinical management strategies.",[  ],5a4bcb1b498d5f000454928d,,
Clinical Applications of Anti-Histamine Medications (Part 1)/Common Cold,clinical-applications-of-anti-histamine-medications-part-1common-cold,rk7DutwaM,1146,,[  ],57c651631a4f528e46bc49b6,,
Clinical Applications of Anti-Histamine Drugs (Part 2)/Common Cold,clinical-applications-of-anti-histamine-drugs-part-2common-cold,SyxlotFw6z,1181,"In this lecture, Dr. Zaafran continues to explore the world of anti-histamines. In this presentation, he discusses:\r\n\r\n-What are decongestants?\r\n-What are the two main types used?\r\n-Are there different administration modalities?\r\n-What are the types of symptoms most often seen in patients requiring - \r\n nasal decongestants?\r\n-Discussion of cough physiology\r\n-Different types of cough\r\n- Mechanisms of anti-tussive (cough) medications\r\n-What are the different types of anti-tussives?\r\n-Review of the anti-tussive side effects",[  ],57c651631a4f528e46bc49b6,,
Clinical Application of Respiratory Drugs (Part 2),clinical-application-of-respiratory-drugs-part-2,ryHaBy_pf,1326,"In this lecture, Dr. Zaafran continues to explore the world of anti-histamines. In this presentation, he discusses:\r\n\r\n-What are decongestants?\r\n-What are the two main types used?\r\n-Are there different administration modalities?\r\n-What are the types of symptoms most often seen in patients requiring - \r\n nasal decongestants?\r\n-Discussion of cough physiology\r\n-Different types of cough\r\n- Mechanisms of anti-tussive (cough) medications\r\n-What are the different types of anti-tussives?\r\n-Review of the anti-tussive side effects",[  ],57c651631a4f528e46bc49b6,,
Staphylococcus - Toxic Shock Syndrome and Its Management,staphylococcus-toxic-shock-syndrome-and-its-management,BkBysFy0f,937,"Toxic shock syndrome is a rare but deadly disease most common in young women using super-absorbent tampons. Staphylococcal toxin TSST-1 is responsible for this syndrome. Majority of the patient that fall ill with toxic shock syndrome also lack an adequate humoral response to the toxic shock syndrome toxin. In this brief video Dr. Mobeen discusses the syndrome, its presentation, diagnosis, pathophysiology, and the management.",[  ],57c6515c1a4f528e46bc4708,,
Staphylococcal Scalded Skin Syndrome,staphylococcal-scalded-skin-syndrome,H1o3Ots0z,780,"Dr. Mobeen discusses the pathophysiology, presentation, and management of staphylococcal scalded skin syndrome.\r\n",[  ],57c6515c1a4f528e46bc4708,,
Staphylococcal Gastroenteritis,staphylococcal-gastroenteritis,SyexjFZB1m,402,"Course: Microbiology\r\nSeries: Staphylococcus\r\n\r\nStaphylococcal gastroenteritis is an exotoxin mediated pathology with sudden onset of nausea, vomiting, diarrhea, and abdominal pain. \r\n\r\n​​Dr. Mobeen discusses the transmission, growth, toxin production, pathology, clinical presentation, and management of staphylococcal gastroenteritis.",[  ],,57c6515c1a4f528e46bc4708,
Staphylococcal Infective Endocarditis - (Staphylococcus),staphylococcal-infective-endocarditis-staphylococcus,BklQfz8OxQ,709,Dr. Mobeen starts the discussion of the staphylococcal infections caused by organ invasion. This topic is the introduction to infective endocarditis in the context of staphylococcus.\r\n,[  ],57c6515c1a4f528e46bc4708,,
Substance Abuse/Alcoholism,substance-abusealcoholism,rJSRUwe-X,1098,"Dr. Zaafran presents substance abuse, especially alcoholism. He discusses biological, psychological, and social models leading to the positive rewards. Role of impulsive personality and alcohol abuse. Physiological aspects leading to habit forming behaviors and alcoholism. Family history. Children of alcoholics (COA.) Genetic evidence of alcoholism tendency. Gender susceptibility. Type 1 Alcoholism. Psychological characteristics of alcoholism. Social factors. And, finally the media and its role in alcoholism.\r\n\r\n",[  ],57c651631a4f528e46bc49b6,,
Staphylococcus - Diagnosing Acute Infective Endocarditis (Modified Duke's Criteria),staphylococcus-diagnosing-acute-infective-endocarditis-modified-dukes-criteria,Sygikpj4f7,686,Dr. Mobeen discusses the modified duke's criteria and the clinical presentation of acute infective endocarditis. \r\n,[  ],,57c6515c1a4f528e46bc4708,
Current Approaches to Acute Infective Endocarditis (Staphylococcus Series),current-approaches-to-acute-infective-endocarditis-staphylococcus-series,HyPp-nJ4Q,443,"Dr. Mobeen continues the discussion about infective endocarditis. In this short but important session he presents the management approach to acute infective endocarditis. He discusses the treatment approach when the patient is not acutely ill, when the patient is acutely ill, and when the culture and sensitivity is available and you know if the pathogen is methicillin sensitive or methicillin resistant.\r\n",[  ],,57c6515c1a4f528e46bc4708,
Anxiety Disorders,anxiety-disorders,HklmRE9UEm,1295,"In this video, Dr. Jones discusses a number of anxiety disorders, including panic disorders, phobic anxiety disorders, agoraphobia, social phobia, simple phobia and generalized anxiety disorder",[  ],5b33d4520d1b7000041ae769,,
Obsessive-Compulsive Disorder (OCD),obsessive-compulsive-disorder-ocd,rkxzda4A4Q,501,"In this video, Dr. Jones discusses Obsessive Compulsive Disorder. Dr Jones explains the following for this disorder:\r\n* The typical history\r\n* The diagnostic criteria (DSM-V criteria)\r\n* The treatment approaches\r\nThe video ends with clinical scenarios, questions and a rapid review to recap on the important aspects of the disorders discussed. \r\n",[  ],5b33d4520d1b7000041ae769,,
Gender Dysphoria,gender-dysphoria,SkgabfEWUQ,469,"In this video, Dr. Jones discusses Gender Dysphoria. Dr. Jones explains the following for this disorder:\r\n* The typical history\r\n* The diagnostic criteria (DSM-V criteria)\r\n* The treatment approaches\r\nThe video ends with some questions and a rapid review to recap on the critical aspects of Gender Dysphoria.",[  ],5b33d4520d1b7000041ae769,,
Post-Traumatic Stress Disorder (PTSD),post-traumatic-stress-disorder-ptsd,SkeFf8bGLQ,541,"In this video, Dr. Jones discusses Post-Traumatic Stress Disorder, Acute Stress Disorder, and Brief Psychotic Disorder. Dr. Jones explains the following for each disorder:\r\n- Etiology \r\n- The typical history\r\n- The treatment approaches\r\nThe video ends with clinical scenarios, questions, and a rapid review to recap of the important aspects of the disorders discussed. ",[  ],5b33d4520d1b7000041ae769,,
Staphylococcus Skin Infections Impetigo Folliculitis Furuncles or Boils Carbuncles Cellulitis Surgical Wound,staphylococcus-skin-infections-impetigo-folliculitis-furuncles-or-boils-carbuncles-cellulitis-surgical-wound,SJgoMSMiI7,1015,"In this discussion Dr. Mobeen presents the pathophysiology, clinical aspects, and the current management approach to impetigo, foliculitis, furuncles or boils, carbuncles, cellulitis, and surgical wound infections caused by S. Aureus.",[  ],,57c6515c1a4f528e46bc4708,57c6515c1a4f528e46bc4708
Addiction,addiction,H1xXc-Wv_Q,540,"In this video, Dr Jones discusses Behavioural Addiction. Dr Jones explains the following for a range of addiction disorders:\r\n- The typical history\r\n- The diagnostic criteria \r\n- The treatment approaches\r\nThe video ends with some questions and a rapid review to recap on the important aspects of Behavioural Addiction. ",[  ],5b33d4520d1b7000041ae769,,
Impulse Control,impulse-control,SJgGGqc6u7,597,"In this video, Dr Jones discusses Impulse Control Disorders. Dr Jones explains the following for a range of Impulse Control Disorders:\r\n* The typical history\r\n* The treatment approaches\r\nThe video includes questions throughout to emphasis the important aspects of Impulse Control Disorders.",[  ],5b33d4520d1b7000041ae769,,
Structure Of The Eyeball,structure-of-the-eyeball,S165lsa_X,422,"In this video, Dr. Jones discusses the structure of the eyeball. \r\n\r\nDr. Jones explains the following:\r\n*The walls of the eyeball\r\n*The contents of the eyeball\r\n*The main vasculature supply and venous daring of the eyeball\r\n\r\nThe video includes questions throughout to emphasis the important aspects of the structure of the Eyeball.\r\n",[  ],5b33d4520d1b7000041ae769,,
Streptococcus Pyogenes - Clinical Foundations,streptococcus-pyogenes-clinical-foundations,SkBd3HFKX,822,"Did you know that streptococcus pyogenes is the most virulent of all streptococcal species? We are sure that strep/sore throat is a routine presentation in your clinic. In the US only streptococci pyogenes cause millions of yearly visits to healthcare facilities. Streptococci cause disease by direct organ invasion, by their enzymes, and by releasing exotoxins. Understanding streptococci thoroughly and then wielding a great command over the management approach will help you continue to be amazing for your patients. In this two part series we will talk about the streptococcal foundations necessary to understand and manage the disease, and then various diseases and their management. Let's start with the first part here. Make sure that you have understood this before the second part about the diseases and their management.",[  ],,57c6515c1a4f528e46bc4708,
Somatoform Disorders,somatoform-disorders,rkTB6Q2t7,667,"In this video, Dr. Jones discusses Somatoform Disorders. Dr. Jones explains the following for a range of Somatoform Disorders:\r\n- The typical history\r\n- The treatment approaches\r\nThe video includes clinical scenarios and questions to emphasize the important aspects of this topic. \r\n",[  ],5b33d4520d1b7000041ae769,,
Eating Disorders,eating-disorders,r1eKdcwGiX,608,,[  ],5b33d4520d1b7000041ae769,,
Personality Disorders,personality-disorders,BJxAA5Dzjm,667,"In this lectur we will talk about the presentation to a range of personality disorders. \r\n\r\nA person with a personality disorder will\r\nthink differently, \r\nFeel differently\r\nbehave differently \r\nor relates to others very differently from the average person.\r\n\r\nThe DSM-V states there are several different types of personality disorder, split into 3 clusters: \r\nContinue ...\r\n",[  ],5b33d4520d1b7000041ae769,,
Psychotic Disorders,psychotic-disorders,rklMNswGoX,846,"In this lecture Dr. Adam Jones discusses the pathophysiology, presentation, diagnosis, and treatment approaches for a range of psychotic disorders. \r\nDiscussion especially includes the following disorders:\r\nDelusions\r\nHallucinations\r\nSchizophrenia\r\n\r\n\r\n",[  ],5b33d4520d1b7000041ae769,,
Drug Abuse,drug-abuse,BJlJws8yhX,427,"In this video, Dr Jones discusses Drug Abuse. Dr Jones explains the following topics:\r\n* Presentation\r\n* Diagnosis \r\n* Treatment approaches\r\nTo a range of substance abuse disorders. \r\nThe video includes questions to consider the important aspects of this topic. \r\n",[  ],5b33d4520d1b7000041ae769,,
Mood Disorders,mood-disorders,BkgqF6Uk3m,431,"In this video, Dr Jones discusses Mood Disorders. Dr Jones explains the following for these disorders:\r\n* The typical history\r\n* The diagnostic criteria (DSM-V criteria)\r\n* The treatment approaches\r\nThe video includes clinical scenarios and questions to consider the important aspects of this topic. \r\n",[  ],5b33d4520d1b7000041ae769,,
Streptococcus Pyogenes - Diseases and The Management Approach,streptococcus-pyogenes-diseases-and-the-management-approach,Sye82FugpQ,1212,What 3 categories of diseases are caused by streptococcus pyogenes?\r\nWhat are the CDC's recommendations for managing strep throat? \r\nHow does the flesh eating disease pathogen (streptococcus pyogenes) cause the tissue to die?\r\nWhy most of the post-streptococcal glomerulonephritis patients may not need hospitalization?\r\nWhat is the role of clindamycin while managing streptococcal diseases?,[  ],,,
Cerebrospinal Fluid,cerebrospinal-fluid,S1WtXCIkE,2337,"Cerebrospinal fluid is colorless fluid that fills the nervous system cavities. It acts as a protective cushion, and also is the vehicle for nutrient's exchange. \r\nUnderstanding the production, flow, drainage, and composition of the CSF is critical for a medical professional.\r\n",[  ],57c6515c1a4f528e46bc4708,,
Cerebrospinal Fluid Review,cerebrospinal-fluid-review,SyVG6iCJ4,1003,"Cerebrospinal fluid is a colorless fluid that fills the nervous system cavities. It acts as a protective cushion, and also is the vehicle for nutrient's exchange. \r\nUnderstanding the production, flow, drainage, and composition of the CSF is critical for a medical professional.\r\n\r\nIn this talk Dr. Mobeen presents the following topics:\r\n\r\n1. The structures taking part in the formation of the blood-brain barrier\r\n2. Production of the cerebrospinal fluid (CSF)\r\n3. Circulation of CSF\r\n5. The composition of CSF in the following events:\r\nBacterial meningitis\r\nViral meningitis\r\nFungal meningitis\r\nTuberculosis\r\nTrauma\r\n",[  ],57c6515c1a4f528e46bc4708,,
Catatonia,catatonia,H1gO3cjHeE,553,"In this lecture, we will discuss the clinically relevant points of Catatonia. Catatonia is an abnormal neuropsychiatric condition that affects both behavior and motor function, and results in unresponsiveness in someone who otherwise appears to be awake.",[  ],5b33d4520d1b7000041ae769,,
"Mood, Life And Death",mood-life-and-death,HJSvCsHxN,551,"In this video, Dr Jones discusses Mood, Life and Death. Dr Jones explains the following topics:\r\n- Postpartum Mental Health Problems\r\n- Grief vs depression\r\n- Suicidality \r\nThe video includes clinical scenarios and questions to consider the important aspects of this topic. \r\n",[  ],5b33d4520d1b7000041ae769,,
Epithelial Cells Part 1,epithelial-cells-part-1,Hkg9AiSeV,815,"In this video, Dr Jones discusses Epithelial cells. This is the first of two lectures on Epithelial cells. Dr Jones explains the following:\r\n- Classification of Epithelial cells \r\n- Shapes of Epithelial Cells\r\n- Layers of Epithelial Cells\r\n\r\nThis video highlights the important aspects of Epithelial Cells. ",[  ],5b33d4520d1b7000041ae769,,
Epithelial Cells Part 2,epithelial-cells-part-2,SJeJlehHx4,807,"In this video, Dr Jones discusses Epithelial cells. This is the second lecture. Dr Jones explains the following:\r\n\r\nPolarity of Epithelial cells\r\nCell Specialization\r\nClinically relevant questions to Epithelial cells\r\nThis video ends with the important clinical aspects of Epithelial Cells.",[  ],5b33d4520d1b7000041ae769,,
Management Of Asthma Part 1,management-of-asthma-part-1,HJlwDo5cGN,2648,In this webinar recording Dr. Mobeen discusses the pathophysiology and the management of the Asthma.,[  ],57c6515c1a4f528e46bc4708,,
Management of Asthma Part 2,management-of-asthma-part-2,ry2Gyj9fN,1080,In this webinar recording Dr. Mobeen discusses the pathophysiology and the management of the Asthma.\r\nStepwise management starts at the minute 13.,[  ],57c6515c1a4f528e46bc4708,,
